Query ID	Predicted EC number
Q2IIK1	EC:3.4.21.53
A0R1V9	EC:1.11.1.15
Q9KB30	EC:3.2.1.156
Q6TV02	EC:2.3.2.27
A9B5N1	EC:3.4.21.53
Q31FD3	EC:3.4.21.53
Q0WX00	EC:2.3.2.27
Q8LPN7	EC:2.3.2.27
Q9DHV7	EC:2.3.2.27
Q1B959	EC:6.3.1.19
P86687	EC:3.2.1.35
Q72CE6	EC:3.4.21.53
Q4JVP8	EC:6.3.1.19
Q8FTE6	EC:6.3.1.19
C4LIK9	EC:6.3.1.19
Q6NH95	EC:6.3.1.19
A5EWF3	EC:3.4.21.53
Q6AS16	EC:3.4.21.53
B1VDV5	EC:6.3.1.19
B3CUN9	EC:3.4.21.53
Q997C2	EC:2.3.2.27
Q19469	EC:2.7.11.1
D1Z199	EC:3.4.25.1
B8GG66	EC:3.4.25.1
Q6LZD4	EC:3.4.25.1
D5EAS6	EC:3.4.25.1
Q6ML73	EC:3.4.21.53
A1RTI7	EC:3.4.25.1
A9ETZ9	EC:3.4.21.53
C0ZZU4	EC:6.3.1.19
Q8VYZ0	EC:2.3.2.27
B1YDJ0	EC:3.4.25.1
Q680I0	EC:2.3.2.27
P0CH30	EC:2.3.2.27
P85193	EC:2.7.11.1
Q8GUU2	EC:2.3.2.27
D4GZ01	EC:5.99.1.3
O53554	EC:2.2.1.6
A6LSV5	EC:3.4.21.53
A8XNJ6	EC:2.7.11.1
A0R079	EC:6.3.1.2
P0CH03	EC:2.3.2.27
Q70XE6	EC:3.2.1.26
B8G736	EC:3.4.21.53
A9WGB5	EC:3.4.21.53
A7ZEJ3	EC:3.4.21.53
A4XJL4	EC:3.4.21.53
B5RL78	EC:3.4.21.53
C6WIE4	EC:6.3.1.19
C7LYP9	EC:6.3.1.19
A0LU53	EC:6.3.1.19
Q8EV77	EC:3.4.21.53
P72270	EC:6.3.1.19
A8WLF6	EC:2.4.1.17
A2BN24	EC:3.4.25.1
Q9FKA7	EC:2.3.2.27
Q3IPX1	EC:3.4.25.1
D3SSQ6	EC:3.4.25.1
Q74MP5	EC:3.4.25.1
A4WH05	EC:3.4.25.1
Q8ZYF2	EC:3.4.25.1
Q9V247	EC:3.4.25.1
D0KRX1	EC:3.4.25.1
Q0SIF9	EC:3.4.25.1
A4X3P0	EC:3.4.25.1
Q53079	EC:3.4.25.1
A0R083	EC:6.3.1.2
A0QYS9	EC:2.6.1.11
Q180E4	EC:3.4.21.53
B1YA36	EC:3.4.25.1
C6AHX4	EC:6.3.1.19
A3MS44	EC:3.4.25.1
Q8U4C9	EC:3.4.25.1
Q5YUX2	EC:3.4.25.1
O57983	EC:3.4.25.1
A1RSJ8	EC:3.4.25.1
Q8GYT9	EC:2.3.2.27
P72263	EC:6.3.1.19
Q97FT9	EC:3.4.21.53
A1R6Q7	EC:3.4.25.1
A3DN21	EC:3.4.25.1
D1A2S9	EC:3.4.25.1
A3CUS9	EC:3.4.25.1
C5A7L1	EC:3.4.25.1
Q5JDJ9	EC:3.4.25.1
B6YSW2	EC:3.4.25.1
C6A2V9	EC:3.4.25.1
Q9YER0	EC:3.4.25.1
C3NE98	EC:3.4.25.1
A8M8R5	EC:3.4.25.1
A9A4A1	EC:3.4.25.1
A0RXV1	EC:3.4.25.1
C1ASP7	EC:3.4.25.1
A4FBY1	EC:3.4.25.1
C7MWV7	EC:3.4.25.1
A0PQT3	EC:3.4.25.1
B2GUZ1	EC:3.4.19.12
Q975U8	EC:3.4.25.1
C3NFX2	EC:3.4.25.1
Q9LT17	EC:2.3.2.27
B8D683	EC:3.4.25.1
A5U4D6	EC:3.4.25.1
D2RQX3	EC:3.4.25.1
A4YIE0	EC:3.4.25.1
A0R566	EC:4.2.1.1
A8AA46	EC:3.4.25.1
B8D673	EC:3.4.25.1
A0RU86	EC:3.4.25.1
B1L6S7	EC:3.4.25.1
A8MBW0	EC:3.4.25.1
A6VK02	EC:3.4.25.1
Q76R05	EC:2.3.2.27
D3E0A3	EC:3.4.25.1
Q8L649	EC:2.3.2.27
P0CH36	EC:1.1.1.2
A0R1Y7	EC:2.3.1.9
A0R0B2	EC:2.3.1.39
Q8QN38	EC:2.3.2.27
P87607	EC:2.3.2.27
A0QWX9	EC:2.2.1.2
Q49PZ0	EC:2.3.2.27
Q85318	EC:2.3.2.27
C9Z4D0	EC:3.4.25.1
Q97AZ7	EC:3.4.25.1
C8XAQ4	EC:3.4.25.1
A8M2A3	EC:3.4.25.1
A1SK13	EC:3.4.25.1
A0R647	EC:1.16.3.1
B8H8L6	EC:3.4.25.1
Q8V571	EC:2.3.2.27
A1JIM9	EC:2.7.2.15
A2VE39	EC:2.1.1.57
D2HRF1	EC:2.1.1.57
Q21452	EC:2.8.1.8
B0WAU6	EC:2.8.1.8
Q9ZWT1	EC:2.8.1.8
Q3LSN5	EC:2.8.1.8
A1JTT9	EC:2.7.2.15
Q9ASU1	EC:2.3.1.20
A8JGF7	EC:2.8.1.8
D4ANC3	EC:3.4.23.18
B5XVZ8	EC:2.7.2.15
B8B6G5	EC:1.3.1.94
Q7F0Q2	EC:1.3.1.94
Q7XUH5	EC:1.3.1.94
Q16W22	EC:2.8.1.8
Q9SI62	EC:1.3.1.94
B5XUR6	EC:2.7.2.15
C0Q1L8	EC:2.7.2.15
B5F6P9	EC:2.7.2.15
C4LFE6	EC:2.7.2.15
Q81WH6	EC:2.7.11.1
A6QGC0	EC:2.7.11.1
A8AEL8	EC:2.7.2.15
D2TPS5	EC:2.7.2.15
B7LTX5	EC:2.7.2.15
D0ZE10	EC:2.7.2.15
A4WEU0	EC:2.7.2.15
D4D7C5	EC:3.4.23.18
D4APE2	EC:3.4.14.5
B4PF83	EC:2.8.1.8
B9H5L9	EC:2.8.1.8
Q2LYK1	EC:2.8.1.8
B0Y6C5	EC:3.4.14.5
A1CHP1	EC:3.4.14.5
Q7JQW6	EC:2.8.1.8
Q8H7N9	EC:2.3.2.27
Q7XLY8	EC:2.3.2.27
D4D9U2	EC:3.4.14.10
B4KYY0	EC:2.8.1.8
Q9LZM3	EC:6.3.2.5
D4AIK6	EC:3.4.14.10
Q93V61	EC:3.1.1.32
B4IAA7	EC:2.8.1.8
A9NNH7	EC:2.8.1.8
A8PF69	EC:2.8.1.8
C3Y3G4	EC:2.8.1.8
D4ANG0	EC:3.4.14.10
B8A031	EC:2.8.1.8
B7FM45	EC:2.8.1.8
A7TDI2	EC:2.8.1.8
A2XU53	EC:2.8.1.8
Q7XRF1	EC:2.8.1.8
A4RZ86	EC:2.8.1.8
B4MXR6	EC:2.8.1.8
Q9CAH5	EC:1.3.1.94
Q2NFK9	EC:2.7.7.68
D5E7G9	EC:2.7.7.68
B9LQ33	EC:2.7.7.68
Q5UXM7	EC:2.7.7.68
C7P363	EC:2.7.7.68
D4DIT1	EC:3.2.1.39
D4AQG5	EC:3.2.1.39
A4RW69	EC:2.8.1.8
C5Y9R0	EC:2.8.1.8
Q9FYC7	EC:2.3.1.158
D2RFQ5	EC:2.7.7.68
Q38AH0	EC:2.1.1.57
Q4Q089	EC:2.1.1.57
D3RZQ1	EC:2.7.7.68
Q3IRF2	EC:2.7.7.68
D3SYZ8	EC:2.7.7.68
B9RX57	EC:2.8.1.8
A6URA0	EC:2.7.7.68
A0B5I5	EC:2.7.7.68
O26710	EC:2.7.7.68
D3S534	EC:2.7.7.68
A5UJW5	EC:2.7.7.68
D3E2P3	EC:2.7.7.68
D1Z1G0	EC:2.7.7.68
Q9FNA9	EC:2.3.1.158
C9REF5	EC:2.7.7.68
C5XKZ1	EC:2.8.1.8
B8B016	EC:2.8.1.8
B9I666	EC:2.8.1.8
A6TDE9	EC:2.7.2.15
Q9SIN9	EC:3.1.1.32
Q8KRU5	EC:3.1.4.4
Q8GXR5	EC:6.3.2.5
O48652	EC:4.1.99.3
Q17428	EC:1.3.1.94
A8X8R3	EC:1.3.1.94
Q6L534	EC:2.8.1.8
B9N2B0	EC:2.8.1.8
Q8LEE8	EC:2.8.1.8
A8I2V9	EC:2.8.1.8
Q18FK8	EC:2.7.7.68
D4GVD5	EC:2.7.7.68
C0PN26	EC:2.8.1.8
C7NN78	EC:2.7.7.68
B0R6P7	EC:2.7.7.68
Q5ZAQ2	EC:2.8.1.8
O28218	EC:2.7.7.68
D2RWE9	EC:2.7.7.68
Q6CLS2	EC:2.8.1.8
Q9I4E3	EC:3.5.3.18
A5U029	EC:2.1.1.79
Q7U1J9	EC:2.1.1.79
B2WBE8	EC:2.8.1.8
Q5AQE4	EC:2.8.1.8
Q4E123	EC:2.1.1.57
C6HLY2	EC:2.8.1.8
Q4DYL7	EC:2.8.1.8
Q9IWA0	EC:2.7.7.48
A1CJC4	EC:2.8.1.8
Q8H116	EC:3.2.1.113
B8NUL8	EC:2.8.1.8
Q6NAM1	EC:3.8.1.3
P0CI02	EC:3.5.4.23
Q4WWP1	EC:2.8.1.8
A1D855	EC:2.8.1.8
B4IUG3	EC:2.8.1.8
B6TN12	EC:2.8.1.8
C0SDG9	EC:2.8.1.8
C1GFM3	EC:2.8.1.8
C1H594	EC:2.8.1.8
Q7SF84	EC:2.8.1.8
A4IGY9	EC:2.1.1.43
B8MLU5	EC:2.8.1.8
Q4SRI6	EC:2.3.2.27
B1X4X1	EC:2.8.1.8
C5DGZ5	EC:2.8.1.8
A4H9Z3	EC:2.8.1.8
A4HY57	EC:2.8.1.8
Q4QDI6	EC:2.8.1.8
A5E450	EC:2.8.1.8
B6QSZ4	EC:2.8.1.8
B3SBB5	EC:2.8.1.8
A5CB81	EC:2.8.1.8
B5RUV1	EC:2.8.1.8
C0NXP6	EC:2.8.1.8
B7FRU7	EC:2.8.1.8
D4DEN7	EC:3.4.23.25
P0CH94	EC:4.1.2.4
Q4DC43	EC:2.8.1.8
A5ABM5	EC:2.8.1.8
D4GYZ1	EC:3.4.25.1
Q2U4H2	EC:2.8.1.8
C5JVC1	EC:2.8.1.8
C4PZQ3	EC:2.8.1.8
A8AQ07	EC:2.7.2.15
C5PIN8	EC:2.8.1.8
Q6FPY0	EC:2.8.1.8
C4YA37	EC:2.8.1.8
A8N1T1	EC:2.8.1.8
Q1JU72	EC:3.8.1.3
C5M276	EC:2.8.1.8
C5GPL2	EC:2.8.1.8
C7N8L9	EC:3.2.1.85
C5FZJ2	EC:2.8.1.8
Q9W4N2	EC:2.1.1.57
Q6GQ48	EC:2.8.1.8
Q74ZH6	EC:2.8.1.8
Q174R2	EC:2.1.1.319
B7G3Y9	EC:2.8.1.8
P0CH68	EC:2.8.1.8
D4B385	EC:3.4.23.25
B9WFS9	EC:2.8.1.8
Q9SLD2	EC:2.3.1.20
D0A0G6	EC:2.8.1.8
C7Z527	EC:2.8.1.8
Q7RBD6	EC:2.8.1.8
Q9FLQ4	EC:2.3.1.61
Q8NTA6	EC:2.4.1.250
B8N970	EC:3.4.14.5
Q4WPH9	EC:3.4.14.5
Q5AZ42	EC:3.4.14.5
A1CX29	EC:3.4.14.5
B4J3F3	EC:2.8.1.8
D4DBH6	EC:3.4.14.10
Q66096	EC:2.7.7.48
Q8H107	EC:2.3.1.61
A0QQZ8	EC:2.4.1.250
B3NIL9	EC:2.8.1.8
D4D7N6	EC:3.4.14.10
P89034	EC:2.7.7.48
B9RW49	EC:2.8.1.8
B3M996	EC:2.8.1.8
Q7U1K0	EC:2.1.1.79
A5U027	EC:2.1.1.79
B6K4J2	EC:2.8.1.8
D1Z4I6	EC:2.8.1.8
Q6PHG4	EC:2.8.1.8
B6HFQ1	EC:2.8.1.8
Q0V6U4	EC:2.8.1.8
D0NP70	EC:2.8.1.8
A5DGI1	EC:2.8.1.8
A3GGJ5	EC:2.8.1.8
Q8IDQ0	EC:2.8.1.8
B3L8F2	EC:2.8.1.8
A5K883	EC:2.8.1.8
Q7U1K1	EC:2.1.1.79
C5DY71	EC:2.8.1.8
A7EV21	EC:2.8.1.8
Q6C6C6	EC:2.8.1.8
Q9J5U7	EC:2.7.7.48
D4CZ59	EC:3.4.14.5
Q3LSN4	EC:2.8.1.8
C4QYF2	EC:2.8.1.8
B0CQH8	EC:2.8.1.8
A8XI75	EC:2.1.1.43
Q86G50	EC:2.8.1.8
C4JE77	EC:2.8.1.8
B2AT43	EC:2.8.1.8
A9A8H9	EC:2.7.7.68
Q8TQQ2	EC:2.7.7.68
A5USE3	EC:2.7.7.68
D4AIF1	EC:3.4.16.6
A7NR17	EC:2.7.7.68
B4RGP0	EC:2.7.7.68
Q10R17	EC:6.3.4.4
A9SCV9	EC:6.3.4.4
B9TAD0	EC:6.3.4.4
C5WVW2	EC:6.3.4.4
Q75E56	EC:6.3.4.4
C1B2N5	EC:2.7.7.68
Q9N4D9	EC:2.1.1.244
C9Z3U4	EC:2.7.7.68
D2AVM1	EC:2.7.7.68
Q9ZBS2	EC:2.7.7.68
Q10CT5	EC:2.1.1.244
Q82JS2	EC:2.7.7.68
Q9LZA6	EC:3.1.1.3
D4DD24	EC:3.4.16.6
D1AB53	EC:2.7.7.68
D1C883	EC:2.7.7.68
D1BJD0	EC:2.7.7.68
D4AP52	EC:3.4.16.6
D3ZVR1	EC:2.1.1.244
B1H2P7	EC:2.1.1.244
Q5PP70	EC:2.1.1.244
Q9AR86	EC:4.2.3.27
Q6CQ65	EC:6.3.4.4
C7Z193	EC:6.3.4.4
Q5BEY7	EC:6.3.4.4
B4PPT4	EC:6.3.4.4
B4NFS5	EC:6.3.4.4
B4LWK0	EC:6.3.4.4
B4II68	EC:6.3.4.4
B4G518	EC:6.3.4.4
A2XMJ1	EC:2.1.1.244
Q299D3	EC:6.3.4.4
B4K8W7	EC:6.3.4.4
Q55DH6	EC:2.1.1.244
A0PQ01	EC:2.7.7.68
A1T705	EC:2.7.7.68
Q7SIC3	EC:1.15.1.1
Q5YRY5	EC:2.7.7.68
C0ZXN6	EC:2.7.7.68
B0DQB9	EC:6.3.4.4
Q6WAU1	EC:1.1.1.184
D4ANL2	EC:3.4.24.39
Q6NN40	EC:2.1.1.244
B3M343	EC:6.3.4.4
Q6BUG5	EC:6.3.4.4
Q4KLE6	EC:2.1.1.244
Q4KL94	EC:2.1.1.244
D2H163	EC:2.1.1.244
B4JUE4	EC:6.3.4.4
B3P321	EC:6.3.4.4
D4DE03	EC:3.4.24.39
Q9S7X6	EC:2.5.1.16
Q6PH19	EC:2.1.4.1
Q21017	EC:2.7.11.1
A8WRV1	EC:2.7.11.1
Q68F20	EC:6.3.4.4
B5DGM3	EC:6.3.4.4
Q561L1	EC:6.3.4.4
B5X2Z0	EC:6.3.4.4
Q9I9K9	EC:2.1.4.1
Q9IAJ6	EC:2.1.4.1
Q6K762	EC:2.3.2.27
D4AM79	EC:3.4.24.39
Q0DR28	EC:2.3.2.27
A9XLE1	EC:6.3.4.4
B5DGM4	EC:6.3.4.4
Q5VRH9	EC:2.3.2.27
C7E3T4	EC:2.7.3.3
Q0W6V1	EC:2.7.7.68
Q9C9C4	EC:4.2.1.11
Q56F26	EC:3.2.1.20
B2GUS6	EC:1.14.11.27
Q6NSN5	EC:6.3.4.4
Q6P875	EC:6.3.4.4
Q28GB0	EC:6.3.4.4
Q9ZW34	EC:4.2.1.11
B9SL58	EC:6.3.4.4
P90740	EC:3.1.4.1
A5PKP9	EC:2.3.2.23
Q6P832	EC:2.1.4.1
A0QUZ4	EC:2.7.7.68
Q73VJ2	EC:2.7.7.68
Q7XI73	EC:2.3.2.27
B8B5U8	EC:2.3.2.27
A2XK56	EC:2.3.2.27
Q8GW10	EC:2.3.2.27
A1UEB3	EC:2.7.7.68
D4DGR5	EC:3.4.24.39
D4B639	EC:3.4.24.39
D4D616	EC:3.4.24.39
D4AXC1	EC:3.4.24.39
Q3S4A7	EC:2.7.13.3
Q5SNL7	EC:3.1.4.1
Q3T4F3	EC:1.6.5.3
B8ZS07	EC:2.7.7.68
A4TE28	EC:2.7.7.68
Q7TXH8	EC:2.7.7.68
B1MDP6	EC:2.7.7.68
Q2J6X4	EC:2.7.7.68
Q47WW8	EC:2.7.7.68
B8G4W8	EC:2.7.7.68
Q0RVJ9	EC:2.7.7.68
Q0S2F9	EC:2.7.7.68
B2HII6	EC:2.7.7.68
Q4CWX1	EC:6.3.4.4
D2SEH8	EC:2.7.7.68
A9UTP3	EC:6.3.4.4
B6JUV1	EC:6.3.4.4
P0CH47	EC:3.1.1.4
Q386E7	EC:6.3.4.4
B8M3A8	EC:6.3.4.4
B2AWF0	EC:6.3.4.4
Q4X2S8	EC:6.3.4.4
Q94BN2	EC:2.5.1.16
B9IJ21	EC:6.3.4.4
Q4N3F4	EC:6.3.4.4
Q9C680	EC:2.7.1.67
B9W8Y2	EC:6.3.4.4
A8WVR2	EC:2.1.1.244
A4ZHT6	EC:2.3.1.189
Q9U8D3	EC:6.3.4.4
Q50L36	EC:4.2.3.27
A0QZY0	EC:6.3.1.13
Q8S919	EC:2.3.2.23
Q8LSC2	EC:4.2.3.23
Q8S920	EC:2.3.2.23
Q7XAS7	EC:4.2.3.27
Q6EJ97	EC:4.2.3.27
Q9C671	EC:2.7.1.67
A5DIP4	EC:6.3.4.4
B3L781	EC:6.3.4.4
A5K2F3	EC:6.3.4.4
Q7RJF9	EC:6.3.4.4
Q8IDF6	EC:6.3.4.4
A0R2I7	EC:3.5.1.103
B3S0D3	EC:6.3.4.4
Q6T7E8	EC:6.3.4.4
A2SY66	EC:3.2.1.21
C5JKJ6	EC:6.3.4.4
A4G074	EC:2.7.7.68
Q466A1	EC:2.7.7.68
A2ST69	EC:2.7.7.68
Q8TXS3	EC:2.7.7.68
D5VSX2	EC:2.7.7.68
Q2FQJ1	EC:2.7.7.68
C7P592	EC:2.7.7.68
Q12WF3	EC:2.7.7.68
A3CWL3	EC:2.7.7.68
A7IAF1	EC:2.7.7.68
Q6M101	EC:2.7.7.68
B8GKC0	EC:2.7.7.68
Q7S604	EC:6.3.4.4
A6UUS0	EC:2.7.7.68
A6VIA6	EC:2.7.7.68
Q8PU52	EC:2.7.7.68
A8M5I9	EC:2.7.7.68
Q9SXL4	EC:2.7.13.3
C1JAR9	EC:3.1.1.4
Q9AV81	EC:2.3.2.27
Q4YU52	EC:6.3.4.4
Q9NAA5	EC:2.1.1.57
B2VXY5	EC:6.3.4.4
C4QCD2	EC:6.3.4.4
A9XLG1	EC:6.3.4.4
B6QB86	EC:6.3.4.4
Q4UAQ0	EC:6.3.4.4
Q54WR1	EC:2.1.1.57
A9YWT8	EC:3.4.24.28
Q5D8V5	EC:6.3.4.4
A3LYS9	EC:6.3.4.4
D1ZRH0	EC:6.3.4.4
B7FUM7	EC:6.3.4.4
Q5ZJL5	EC:6.3.4.4
A9XLE2	EC:6.3.4.4
Q17G75	EC:6.3.4.4
A6R8V2	EC:6.3.4.4
C0NL18	EC:6.3.4.4
Q7ZY87	EC:6.3.4.4
C5PAD0	EC:6.3.4.4
Q568F6	EC:6.3.4.4
C5FC83	EC:6.3.4.4
Q851S8	EC:6.3.4.4
A9TIK2	EC:6.3.4.4
Q6DIW6	EC:6.3.4.4
A1CNR3	EC:6.3.4.4
Q6FMU9	EC:6.3.4.4
B0DUI8	EC:6.3.4.4
A8IW34	EC:6.3.4.4
Q2H9E8	EC:6.3.4.4
C5MBF2	EC:6.3.4.4
A2XD35	EC:6.3.4.4
C5DD42	EC:6.3.4.4
D0NVH9	EC:6.3.4.4
C4R8E8	EC:6.3.4.4
B0W9B4	EC:6.3.4.4
A8NDT2	EC:6.3.4.4
A1D1M2	EC:6.3.4.4
A3PXR7	EC:2.7.7.68
A5DSZ3	EC:6.3.4.4
A4RYD2	EC:6.3.4.4
A7LBL2	EC:6.3.4.4
A4HVP7	EC:6.3.4.4
Q4QG35	EC:6.3.4.4
A4H7A3	EC:6.3.4.4
A8Q0E3	EC:6.3.4.4
C5WNV2	EC:6.3.4.4
Q017T9	EC:6.3.4.4
Q6NWX7	EC:2.1.1.244
A4QXV8	EC:6.3.4.4
Q8LSC3	EC:4.2.3.23
Q97L63	EC:4.1.99.14
C9RZ55	EC:4.1.99.14
C4JYB4	EC:6.3.4.4
P0CH96	EC:6.3.4.4
B6GWE7	EC:6.3.4.4
A0BD92	EC:6.3.4.4
C1FYF6	EC:6.3.4.4
C1GUH5	EC:6.3.4.4
Q6C482	EC:6.3.4.4
B1X5S1	EC:6.3.4.4
Q0TXG3	EC:6.3.4.4
Q4P7R2	EC:6.3.4.4
C8ZG13	EC:6.3.4.4
C5DYR7	EC:6.3.4.4
A6ZRM0	EC:6.3.4.4
B5VQJ1	EC:6.3.4.4
D0A6J7	EC:6.3.4.4
A8X7H5	EC:6.3.4.4
A2QB52	EC:6.3.4.4
A8QE42	EC:6.3.4.4
Q2UQQ2	EC:6.3.4.4
Q0CM45	EC:6.3.4.4
A7TID0	EC:6.3.4.4
Q4WRQ7	EC:6.3.4.4
A7AU38	EC:6.3.4.4
Q942L2	EC:5.3.4.1
A1SP12	EC:2.4.1.250
A0PVZ1	EC:2.4.1.250
Q75M08	EC:5.3.4.1
Q9KZV0	EC:2.3.1.189
Q9MAU6	EC:5.3.4.1
Q66GQ3	EC:5.3.4.1
B1VS15	EC:2.3.1.189
A3KPF5	EC:5.3.4.1
Q9LV48	EC:2.7.11.1
C9ZFL1	EC:2.3.1.189
Q6AUC6	EC:1.8.3.2
Q9ZU40	EC:1.8.3.2
Q69ST6	EC:5.3.4.1
D2B7W7	EC:2.3.1.189
D7AW65	EC:2.4.1.250
A0PQV5	EC:6.3.1.13
Q47NV4	EC:6.3.1.13
D2Q1C4	EC:2.4.1.250
A7TZT2	EC:2.4.1.246
A0QSK5	EC:5.1.3.13
Q0RKY6	EC:3.5.1.103
Q8W4J3	EC:1.8.3.2
A8LZG1	EC:2.4.1.250
D2PN56	EC:3.5.1.103
C1AZ64	EC:2.4.1.250
Q9XI96	EC:2.7.11.1
A6W6D9	EC:2.4.1.250
D1A2Q5	EC:6.3.1.13
Q9FFW5	EC:2.7.11.1
C7MSY6	EC:2.4.1.250
B1MLH7	EC:3.5.1.103
Q9SX31	EC:2.7.11.1
Q9SX31	EC:2.7.11.30
A4FQ08	EC:2.4.1.250
O80944	EC:1.1.1.2
A1T3B5	EC:2.4.1.250
C8XA09	EC:2.4.1.250
Q5YP47	EC:2.4.1.250
A1R8N8	EC:2.4.1.250
A9CK30	EC:3.1.3.79
B8HCF8	EC:2.4.1.250
C0ZUT0	EC:2.4.1.250
Q0SF06	EC:2.4.1.250
Q9FF55	EC:5.3.4.1
A0QLK5	EC:2.4.1.250
C7QKE8	EC:2.4.1.250
A4T324	EC:2.4.1.250
Q73SU4	EC:2.4.1.250
A0LQY9	EC:2.4.1.250
Q8FSH1	EC:2.4.1.250
Q95QC4	EC:2.7.11.1
C7Q4Y6	EC:2.4.1.250
C6WPK3	EC:2.4.1.250
A0JZ09	EC:2.4.1.250
D5UJ42	EC:2.4.1.250
C3PK12	EC:2.4.1.250
Q6NJL3	EC:2.4.1.250
Q4JSW2	EC:2.4.1.250
C4LLD6	EC:2.4.1.250
B1VEI4	EC:2.4.1.250
Q0RS49	EC:2.4.1.250
Q2JFV0	EC:2.4.1.250
A8M3H2	EC:3.5.1.103
O44997	EC:2.7.11.1
D5UFA8	EC:6.3.1.13
Q9F344	EC:3.5.1.103
B1W1K9	EC:3.5.1.103
D2B0T1	EC:3.5.1.103
Q8GX23	EC:2.7.11.1
A0LU34	EC:6.3.1.13
A8LDJ8	EC:2.4.1.250
Q9M338	EC:1.1.1.2
Q84TF0	EC:1.1.1.2
D6Y4U7	EC:2.4.1.250
B2HQV2	EC:2.4.1.250
A3PU84	EC:2.4.1.250
A4X1R6	EC:2.4.1.250
A1UHV1	EC:6.3.1.13
C7Q0R3	EC:3.5.1.103
Q75SP7	EC:3.5.1.100
A0QSK6	EC:4.2.1.46
D5UPJ5	EC:6.3.1.13
D1BD84	EC:2.4.1.250
D3Q051	EC:2.4.1.250
C3K630	EC:3.5.1.101
B1MHQ0	EC:2.4.1.250
Q76KX0	EC:3.5.1.101
D5USX8	EC:2.4.1.250
Q47KS6	EC:2.4.1.250
D6Z995	EC:2.4.1.250
D1A4Q3	EC:2.4.1.250
Q82G92	EC:2.4.1.250
D7C367	EC:2.4.1.250
Q9FCG5	EC:2.4.1.250
B1VS68	EC:2.4.1.250
Q0PGJ6	EC:1.1.1.2
D2B9F4	EC:2.4.1.250
C9ZH13	EC:2.4.1.250
D1BZ82	EC:2.4.1.250
A0QTF8	EC:1.1.1.133
C1ATC6	EC:2.3.1.189
D1A4F4	EC:2.3.1.189
Q9XF67	EC:2.7.11.1
C5CC88	EC:2.3.1.189
Q67UF5	EC:5.3.4.1
A0PLC7	EC:2.3.1.189
D2S4K7	EC:2.4.1.250
Q0S740	EC:2.3.1.189
C0ZP17	EC:2.3.1.189
A9WNI5	EC:2.3.1.189
B8HD44	EC:2.3.1.189
D7GG24	EC:2.3.1.189
A1R8Y2	EC:2.3.1.189
A1SPL0	EC:2.3.1.189
Q5Z297	EC:2.3.1.189
D7AWZ7	EC:2.3.1.189
A1TFB7	EC:2.3.1.189
A1KGV2	EC:2.3.1.189
C7MWX8	EC:6.3.1.13
Q9ZUE0	EC:2.7.11.1
Q9SGY7	EC:2.7.11.1
Q9C660	EC:2.7.11.1
A5CTZ8	EC:2.3.1.189
O64489	EC:1.14.13.168
O48773	EC:5.3.4.1
B0RAV5	EC:2.3.1.189
A4FQD4	EC:2.3.1.189
A1ULU4	EC:2.3.1.189
Q9SVQ1	EC:1.14.13.168
Q9SVQ1	EC:1.14.13.8
C9Z2Z3	EC:6.3.1.13
D2NRH2	EC:2.3.1.189
B1W2Y7	EC:6.3.1.13
D2AU10	EC:6.3.1.13
Q743D5	EC:2.3.1.189
C4LH71	EC:2.3.1.189
B1VII5	EC:2.3.1.189
Q2JFW4	EC:2.3.1.189
B2HH13	EC:2.3.1.189
C7MRC4	EC:2.3.1.189
A4T7H0	EC:2.3.1.189
C7NK43	EC:2.3.1.189
D2S4P5	EC:2.3.1.189
A6W6C7	EC:2.3.1.189
A0QAU8	EC:2.3.1.189
A8LDL3	EC:2.3.1.189
D0L3V5	EC:2.3.1.189
C7R1N6	EC:2.3.1.189
B1MI19	EC:2.3.1.189
D2Q187	EC:2.3.1.189
A8LYQ4	EC:2.3.1.189
B2GI63	EC:2.3.1.189
A3Q695	EC:2.3.1.189
A4X6W9	EC:6.3.1.13
A8M264	EC:6.3.1.13
A4FBV6	EC:6.3.1.13
C7MGB3	EC:2.3.1.189
C5C246	EC:2.3.1.189
Q9SVU0	EC:1.14.13.168
O49312	EC:1.14.13.168
A0JZC2	EC:2.3.1.189
Q5EDG0	EC:2.3.1.189
C6WPR7	EC:2.3.1.189
Q82G40	EC:2.3.1.189
D1BHU9	EC:6.3.1.13
Q4V3C8	EC:2.7.11.1
Q9ZNQ8	EC:2.7.11.1
Q1PEM5	EC:2.7.11.1
Q9LK03	EC:2.7.11.1
D7C376	EC:2.3.1.189
Q67IX6	EC:5.3.4.1
Q8VX13	EC:5.3.4.1
Q7XRB5	EC:5.3.4.1
Q53LQ0	EC:5.3.4.1
D1BV84	EC:2.3.1.189
Q9LS95	EC:2.7.11.1
D5UXA4	EC:2.3.1.189
Q47LA0	EC:2.3.1.189
C7QKH8	EC:2.3.1.189
D1BS17	EC:6.3.1.13
D5UJR1	EC:2.3.1.189
A0LWI8	EC:2.3.1.189
C8XA55	EC:2.3.1.189
D2NT85	EC:6.3.1.13
C1ASS8	EC:6.3.1.13
Q0SIC6	EC:6.3.1.13
C0ZZW9	EC:6.3.1.13
A9WSI9	EC:6.3.1.13
B8H8K8	EC:6.3.1.13
A1R6P9	EC:6.3.1.13
A1SJZ6	EC:6.3.1.13
D7B412	EC:6.3.1.13
C8X8S1	EC:6.3.1.13
D6Y4C5	EC:2.3.1.189
